CODE,LOCATION,TYPE,RATING (MAX = 5),Address_y,Description,Long Description,Tags_Creation_Description,Ticket Info,open_time,close_time,coordinate,tags,image_url
FB057,Maison Marou Flagship Saigon,F&B,4.3,"167 – 169 CALMETTE ST, D1, Ho Chi Minh City",Maison Marou Flagship Saigon is a premier cafe offering exquisite Vietnamese craft chocolate and treats.,"Indulge in the rich and complex flavors of Vietnamese craft chocolate at Maison Marou Flagship Saigon. This cafe offers a wide range of exquisite chocolate creations, from bars and bonbons to pastries and beverages. Experience the journey from bean to bar with their meticulously crafted products, all made with locally sourced ingredients. The cafe's elegant setting and knowledgeable staff make it a must-visit destination for chocolate lovers.",,11,9:00,22:30,"10.7695947, 106.6978034",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888857/FB057.jpg
FB058,Ocean Palace,F&B,4.5,"2 Le Duan, Ben Nghe, District 1, Ho Chi Minh City",It's a grand restaurant specializing in seafood.,"Ocean Palace is a sophisticated seafood restaurant offering a luxurious dining experience. Indulge in a wide selection of fresh catches prepared with both traditional and modern culinary techniques. The restaurant boasts an elegant interior, attentive service, and a refined ambiance, making it perfect for special occasions or a memorable meal with friends and family. Explore the extensive menu and savor the flavors of the sea.",,16,9:00,23:00,"10.7873697, 106.7044803",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888869/FB058.jpg
FB059,Hoang Tam,F&B,4.6,"TK22/1 Đ. Nguyễn Cảnh Chân, Cầu Kho, Quận 1, Hồ Chí Minh City","The restaurant's decor is quaint and unique, and it serves a wide variety of local dishes.","Hoang Tam provides a charming and unique dining experience with its quaint decor. Diners can enjoy a wide variety of authentic local dishes, prepared with traditional recipes and fresh ingredients. The restaurant's cozy atmosphere makes it a perfect spot for both casual meals and special occasions. With friendly service and a menu that caters to diverse tastes, Hoang Tam offers a memorable taste of Vietnamese cuisine.",,14,10:00,22:00,"10.7573803, 106.6891377",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888871/FB059.jpg
FB060,Bep Cuon Sai Gon,F&B,4.5,"76 Võ Văn Tần, Phường Võ Thị Sáu, Quận 3, Ho Chi Minh City","Bright, elegant ambiance and renowned Vietnamese classics","Bếp Cuốn Sài Gòn is known for its bright and elegant ambiance, creating a sophisticated dining experience. The restaurant specializes in renowned Vietnamese classics, prepared with meticulous attention to detail. Using fresh, high-quality ingredients, each dish is a delightful representation of Vietnamese culinary heritage. This restaurant provides a comfortable and refined setting to savor authentic flavors.",,11,10:30,21:00,"10.82293, 106.62975",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888872/FB060.jpg
FB061,Lai,F&B,4.7,"28th Floor, Sedona Suite, 92-94 Nam Kỳ Khởi Nghĩa, Bến Nghé Ward, District 1, Ho Chi Minh City","Quality Chinese cuisine cooked to perfection, with beautiful city views from the 28th floor","Lai offers quality Chinese cuisine cooked to perfection, set against the backdrop of beautiful city views from the 28th floor. Diners can indulge in a diverse menu of expertly prepared dishes, showcasing the rich flavors of Chinese culinary tradition. The restaurant's elegant ambiance and stunning panoramic vistas make it an ideal destination for special occasions. Whether you're enjoying a romantic dinner or a business gathering, Lai provides a sophisticated and memorable dining experience.",,41,11:30,22:30,"10.7728907, 106.7005597",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888874/FB061.jpg
FB062,Pizza 4P's Le Thanh Ton,F&B,5.2,"8/15 Le Thanh Ton, Ben Nghe Ward, District 1, Ho Chi Minh City","Unique cave-style design, serving quality pizzas baked with carefully selected fresh ingredients","Pizza 4P's Le Thanh Ton boasts a unique cave-style design, creating a distinctive and memorable dining atmosphere. The restaurant serves quality pizzas baked with carefully selected fresh ingredients. Each pizza is crafted with precision and passion, ensuring a delightful culinary experience. This location offers a cozy and inviting space for friends and family to enjoy delicious pizzas in a one-of-a-kind setting.",,17,11:00,23:00,"10.7818738, 106.7051397",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888875/FB062.jpg
FB063,Breeze Sky Bar,F&B,4.8,"01 Dong Khoi Street, Ben Nghe Ward, District 1, Ho Chi Minh City",An elegant retro bar with a terrace offering breathtaking views of the Saigon River.,"Breeze Sky Bar is an elegant retro bar with a terrace offering breathtaking views of the Saigon River. It's the perfect spot to unwind and soak in the stunning scenery while enjoying expertly crafted cocktails. The bar's chic ambiance and attentive service make it an ideal destination for both locals and tourists. Whether you're looking for a romantic evening or a vibrant night out with friends, Breeze Sky Bar provides a memorable experience.",,37,0:00,23:59,"10.7730436, 106.7062459",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888876/FB063.jpg
FB064,Firkin Bar,F&B,4.4,"20 Mac Thi Buoi St., Ben Nghe W, District., Ho Chi Minh City",Firkin Bar is a casual pub known for its diverse beer selection.,"Firkin Bar is a casual pub known for its diverse beer selection, offering a relaxed and welcoming atmosphere. It's a great place to unwind with friends while enjoying a wide range of local and international beers. The bar also serves a selection of tasty snacks and pub fare, making it a perfect spot for a laid-back evening. With its friendly staff and comfortable setting, Firkin Bar is a popular choice for beer enthusiasts and those looking for a casual hangout.",,12,18:00,1:00,"10.7758456, 106.7049606",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888884/FB064.jpg
FB065,Di Mai Restaurant - Vincom Landmark 81,F&B,5,"772 Dien Bien Phu L02-03, Vincom Center Landmark 81, Binh Thanh District, Ho Chi Minh City",Di Mai Restaurant is a modern dining spot located within Vincom Landmark 81.,"Di Mai Restaurant is a modern dining spot located within Vincom Landmark 81, offering a sophisticated culinary experience. The restaurant features a contemporary design and a diverse menu of Vietnamese and international dishes. Guests can enjoy expertly prepared meals while taking in the stunning views from the Landmark 81. Di Mai Restaurant provides a perfect setting for both casual dining and special occasions, blending modern ambiance with exquisite flavors.",,14,10:30,22:00,"10.795032, 106.72191",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888892/FB065.jpg
FB066,Drinking & Healing,F&B,4.8,"2nd Floor, 25 Ho Tung Mau St.,District 1 Ho Chi Minh City",It offers drinks for relaxation and restoration.,"Drinking & Healing, located on the 2nd Floor of 25 Ho Tung Mau St., offers drinks for relaxation and restoration. The bar provides a cozy and inviting atmosphere, perfect for unwinding after a long day. It features a curated menu of beverages designed to soothe the mind and body. With its focus on wellness and relaxation, Drinking & Healing is a unique destination for those seeking a peaceful escape in the heart of the city.",,20,18:30,2:00,"10.770513, 106.7044597",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888904/FB066.jpg
FB067,Banh Canh Cua,F&B,4,"87 Tran Khac Chan, District 1, Ho Chi Minh City",Banh Canh Cua specializes in Vietnamese crab noodle soup.,"Banh Canh Cua is a cozy restaurant serving authentic Vietnamese crab noodle soup, known for its rich and flavorful broth. The restaurant uses fresh crab and homemade noodles to create a comforting and satisfying dish. It's a popular spot for locals seeking a taste of traditional Vietnamese cuisine. The atmosphere is casual and inviting, making it a great place for a quick lunch or dinner.",,1,15:30,20:30,"10.794567, 106.69094",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888913/FB067.jpg
FB068,Oc Oanh,F&B,4.8,"534 Vinh Khanh Ward 8, District 4, Ho Chi Minh City",Oc Oanh is a popular Vietnamese restaurant specializing in snails and shellfish.,"Oc Oanh is a lively and bustling restaurant that specializes in a wide variety of snails and shellfish prepared in numerous Vietnamese styles. From grilled to stir-fried, the dishes are bursting with flavor and are perfect for sharing with friends. The restaurant is known for its fresh ingredients and affordable prices, making it a favorite among locals. The atmosphere is vibrant and energetic, creating a fun and memorable dining experience.",,16,13:00,0:00,"10.760936, 106.7033",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888920/FB068.jpg
FB069,Skewers Restaurant,F&B,4.9,"9A Thai Van Lung, Dist.1, Ho Chi Minh City","It specializes in a variety of grilled, skewered dishes.","Skewers Restaurant offers a diverse selection of grilled and skewered dishes, ranging from meat and seafood to vegetables. The restaurant is known for its flavorful marinades and perfectly cooked skewers, ensuring a delightful culinary experience. With a cozy and inviting ambiance, it is an ideal spot for a casual meal with friends or family. Diners can enjoy a variety of dipping sauces that perfectly complement the skewers, enhancing the overall taste.",,33,11:30,22:00,"10.7790176, 106.7046931",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888927/FB069.jpg
FB070,Pho Kim Hung,F&B,4.7,"Chung Cư Mỹ Phúc, 78 Lý Long Tường, Tân Phong, Quận 7, Ho Chi Minh City",Pho Kim Hung is a Vietnamese restaurant specializing in pho.,"Pho Kim Hung is a well-regarded Vietnamese restaurant specializing in pho, the iconic noodle soup. They pride themselves on using high-quality ingredients to create a flavorful and authentic broth. The restaurant is known for its generous portions and tender slices of beef. With a relaxed and welcoming atmosphere, it's a perfect place to enjoy a comforting bowl of pho.",,3,6:00,22:00,"10.7231888, 106.7098772",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888932/FB070.jpg
FB071,Social Club Rooftop Bar,F&B,5,"76 - 78 Nguyen Thi Minh Khai, Dist.3, Ho Chi Minh City",It's a rooftop bar designed for socializing while enjoying city views.,"Social Club Rooftop Bar is a chic and stylish venue offering panoramic views of Ho Chi Minh City. It is the perfect place to unwind and socialize while enjoying expertly crafted cocktails. The bar features a sophisticated ambiance, complete with plush seating and a trendy decor. Guests can enjoy a selection of premium spirits, wines, and beers, along with a menu of delicious bites.",,20,15:00,1:00,"10.7823659, 106.6973005",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888940/FB071.jpg
FB072,Pizza 4P's PMH,F&B,4.3,"Lot MD2, Nguyen Van Linh Boulevard, Tan Phu Ward, Dist. 7 Ho Chi Minh City","Pizza 4P's PMH offers high-quality, artisanal pizzas in a stylish setting.","Pizza 4P's PMH elevates the pizza experience with its focus on high-quality ingredients and artisanal techniques. The restaurant is known for its innovative flavor combinations and perfectly baked crusts. Guests can also enjoy a variety of other Italian dishes, such as pasta and salads. With a modern and stylish interior, it's an ideal spot for a casual yet sophisticated dining experience.",,22,10:00,22:00,"10.731796, 106.716736",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888953/FB072.jpg
FB073,Hoang Yen Vietnamese Cuisine - Ngo Duc Ke,F&B,5,"7 Ngo Duc Ke Street, Dist. 1, Ho Chi Minh City ",Hoang Yen Vietnamese Cuisine at Ngo Duc Ke offers a diverse menu of traditional Vietnamese dishes.,"Hoang Yen Vietnamese Cuisine at Ngo Duc Ke offers a refined dining experience with an extensive menu of authentic Vietnamese dishes. The restaurant showcases the diverse flavors and culinary traditions of Vietnam. From fresh spring rolls to flavorful curries, each dish is prepared with care and attention to detail. The elegant ambiance and attentive service make it an ideal choice for a special occasion or a memorable meal.",,11,10:00,22:00,"10.7740716, 106.7060276",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888961/FB073.png
FB074,The Iron Bank - Cocktail Vault,F&B,4.8,"47 Ton That Dam, Ho Chi Minh City,",Medieval-style cocktail bar with an emphasis on mixology and atmosphere,"The Iron Bank is a unique medieval-themed cocktail bar that transports guests to another era. Its carefully curated menu features innovative and expertly crafted cocktails, emphasizing the art of mixology. The bar's atmosphere is enhanced by its dimly lit interior, stone walls, and antique decor. It's a perfect destination for those seeking a sophisticated and immersive drinking experience.",,7,17:00,1:00,"10.770217, 106.703528",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888962/FB074.jpg
FB075,"Hum, Garden & Restaurant",F&B,5,"32, D10 Street Thao Dien Ward, District 2, Ho Chi Minh City","Hum, Garden & Restaurant offers a unique blend of dining amidst natural surroundings.","Surrounded by lush greenery and serene water features, this restaurant provides a peaceful escape from the city's hustle and bustle. The menu features a diverse selection of vegetarian and vegan dishes, prepared with fresh, locally sourced ingredients. Guests can enjoy the calming ambiance and flavorful cuisine. It's an ideal destination for those seeking a healthy and mindful dining experience.",,15,10:00,22:00,"10.804406, 106.74405",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888971/FB075.png
FB076,Layla - Eatery & Bar,F&B,4.9,"Second floor, 63 Đ. Đông Du, Bến Nghé, Quận 1, Ho Chi Minh City","A sophisticated, artistic design with popular creative cocktails","Layla - Eatery & Bar is known for its lively atmosphere and expertly crafted cocktails. The menu features a range of international dishes with a modern twist, perfect for sharing. With its stylish decor and carefully curated music, Layla offers a sophisticated yet relaxed environment. It is an ideal spot for an evening out with friends or a romantic date.",,8,16:00,1:00,"10.7754096, 106.7041427",,https://res.cloudinary.com/dgc2a1loy/image/upload/v1761888973/FB076.jpg
